username,review,rating,tahun,aplikasi
Aulia Nuri Guci,"Force close teruss,, boro2 login sekedar buka langsung keluar sendiri",3,2024,bca
Iman Nuranas,"BCA mobile kenapa sampai sekarang masih force close , BCA tolong diperbaiki aplikasinya",3,2024,bca
Aris Iskandard,Bagaimana cara mengupdate aplikasi BCA mobile nya kak? Soalnya tidak ada pemberitahuan updatenya di aplikasi. Sudah terupdate pertanggal 21 okt 2024 tapi masih ada kendala tidak bisa masuk ke aplikasi. Tks,3,2024,bca
Martin,"Gimn nie abis update suka FC melulu ga bisa buka, et dah.. tolong di perbaiki, masa update bikin error, bukannya makin bagus, Mala bikin rusak.",3,2024,bca
Alpiansyah,Setelah update malah gak bisa di gunain harus uninstal dan di download lagi untuk lanjutnya malah gak bisa erorr :(,3,2024,bca
Devitra Dewi Novanti,"Mohon bantuannya, aplikasi M Banking saya kenapa ya?! Setiap dibuka aplikasi nya keluar sendiri ... Saya sudah mencoba, Aplikasi saya hapus dan sdh saya hidup matikan juga hpnya, tetap saja tdk bisa dibuka",3,2024,bca
atok aja,"Ini saya tidak bisa buka aplikasi mobil bangking bca, saya coba klik aplikasi mobile bangking tapi langsung keluar sendiri",3,2024,bca
Intan Haniefah,Setelah update lampu indikator nya merah trus padahal internet bagus trus aku uninstall dan aku install lagi pas mau login ga bisa malah notifikasi internet ga ada padahal internet bagus,3,2024,bca
BAMBANG BUDI UTOMO,Kanapa ini setelah di update kok g bisa di buka,3,2024,bca
Muhammad Sendi Ilham,ERORRRR GA BISA KEBUKA,3,2024,bca
DIOREMASINA,Sudah normal kembali (bisa masuk ke m-banking) tapi terkesan EGOIS karena harus mematikan akses aplikasi lain yang tersemat di gadget. Padahal sebelum update terbaru tetap bisa masuk tanpa harus mematikan akses aplikasi lainnya. Semoga diperhatikan oleh BCA.,3,2024,bca
Laksono Hendri Kuncoro,"Aplikasi kok tiba"" keluar sendiri",3,2024,bca
Fadly Ramdani,Min mau tnya knapa aplikasi ini tidak dapat di gunakan,3,2024,bca
Rohmat Ali Wardani,"Versi 4.5.0 masih saja force close, install ulang sudah, restart sudah, ngikutin petunjuk CS jg sudah. Aplikasi tetap tidak bisa dibuka 😢 Sekarang disuruh nonaktifkan menu aksebilitas, udah dinonaktifkan tetep gak bisa 😑",3,2024,bca
Adib Abdul Latif,Mohon bantuannya knp di infinix note 30 for close mlu,3,2024,bca
Yasir016,Baru ufdate masih force close..kirain bakalan hilang ternyta masih force close juga,3,2024,bca
Verawatirania verawati,Lagi eror apah bagimana ini udah di update malah ga bisa verifikasi 😞😞,3,2024,bca
emiliandry banase,M Bca selalu keluar sendiri.. sudah 4 hari sy sdh WA dan telp tapi tdk ada penanganan. Semua sdh sy ikuti juga sama saja. Semua yg diminta sy ikuti malah saya habis pulsa untuk telp. Saya tinggal jauh dari BANK dan sangat kesulitan.,3,2024,bca
Setiawan Tri Nugroho,"Tanggal 22 Oktober 2024 tiba tiba aplikasi mbca force close sendiri, bahkan setelah update..setelah saya cek,ini berhubungan dengan menu aksesibiliti yg saya enable utk program origin power yg sudah saya install lebih dar 1 tahun lalu. Sudah saya test beberapa kali, memang fix karena masalah tsb.",3,2024,bca
Adellia Mrherlis 98,Kenapa sejak di update m bangking nya ga bisa di buka,3,2024,bca
Yulia Novianti,"Hancur,, setelah update malah force close balik"" sendiri ndak bisa dipake.. versi aplikasi belum siap dan belum layak sudah di riliskan Sungguh kecewa,,usaha jadi kacau gara"" mau tf uang selelu bermasalah sedangkan saya setiap jam pasti harus ada transaksi..gak mungkin juga kan saya standbye di depan mesin atm.. tolong dengan sangat lekas normalkan..atasi",3,2024,bca
Skyzzhi,"Ini kenapa BCA saya pas masuk langsung keluar sendiri y, klo internet g mungkin deh",3,2024,bca
Afriyanti Putri,setelah di upgrate knp selalu g bs di buka app nya ya??,3,2024,bca
Ferry gunawan,Selsai update malah ga bisa masuk selalu keluar sendiri aneh ini BCA kenapa ???,3,2024,bca
resti Anjar Wati,Bca saya selalu keluar sendiri tidak bisa dibuka sama sekali semejak di suruh update,3,2024,bca
BIM BHIYUL channel,"Setelah update gk bisa masuk /login. Bantu perbaiki , kami tidak bisa transaksi sama sekali ...",3,2024,bca
Arah Maman,"Aplikasi selalu force close saat akan di buka, semenjak update versi terbaru. Mohon di perbaiki issue nya",3,2024,bca
Endro Dwi,Aplikasi menutup ketika dibuka 22 okt 24 Tlg diperbaiki,3,2024,bca
yosie muizz,setelah update malah keluar sendiri pas mau log in🤧,3,2024,bca
LIANA Milaa,"Tdi nya klo sudah di updte akan lbih baik,,malah kluar sndri trus,eror pulak,,knp sih begtu tolong respon",3,2024,bca
Syahrul AKD 1,Gak bs dibuka error,3,2024,bca
Zacky,Nga bisa dipakai semenjak diperbarui...,3,2024,bca
Anastasia Grace,Tidak bisa dibuka setelah update. Versi 4.5(1244),3,2024,bca
Rehan Putra,Gmna ni forclose trus apk nya setelah update aneh,3,2024,bca
david chajid,Setelah di update ... Aplikasi ga bisa di buka kenapa ya ...?,3,2024,bca
Cici NR,Aplikasi tidak bisa dibuka sudah coba 3x instal dan hapus tetap sama force close terus,3,2024,bca
Luthfi dwi indarto,Aplikasi sering force close tolong segera diperbaiki masalah ini,3,2024,bca
Ardi Wiyarda,Versi terbaru selalu keluar ketika ditap 'm-Bca'. Versi android 11,3,2024,bca
Goezz augusta,Force closed pengguna samsung s24 Tolong fix problem setelah update versi terbaru,3,2024,bca
hansferian bucek,Ini force close mlu knpa dg,3,2024,bca
Didan Alfariansyah,Tolong di perbaiki kembali min tidak bisa login force close terus,3,2024,bca
Jeka Naldi Channel,Setelah update keluar mulu jadi susah transaksi nya,3,2024,bca
BundaLedy,Udah 2 hari ga bisa buka BCA mobile.. setelah di update padahal tiap hr butuh transaksi... tolong d perbaiki lah aplikasinya,3,2024,bca
Gie Zoel,"sesudah aplikasi ini di update malah force close ,sudah saya coba reinstal tetap gitu terus sampai hari ini saya belum bisa buka aplikasi. mohon bantuan",3,2024,bca
Muhammad Agung,Tolong diperbaiki setiap buka aplikasinya selalu keluar sendiri,3,2024,bca
Trezz Zeee,"Setelah update aplikasi hari ini (22/10/2024), begitu di klik menu m-BCA, langsung FORCE CLOSE. Tetapi sy coba non aktifkan antivirus (off) di hp sy melalui di menu setting (aksesbilitas), aplikasi bisa dibuka. Mohon untuk dapat segera diperbaiki. Trims.",3,2024,bca
Iq_balance,"Versi sebelumnya tidak bisa dibuka sama sekali. Versi update terbaru bisa dibuka, tapi masih force closed setelah klik m-BCA. Baru bisa berjalan normal jika aksesibilitas dinonaktifkan semua. Tolong diperbaiki secepatnya.",3,2024,bca
Ali Sugianto,Uda d update versi 4.5.0 tp tetap gk bisa msk k menu BCA nya (m-BCA).,3,2024,bca
Aisyah Aleena,"Maaf , apknya kok nge close terus ya , mohon solusinya",3,2024,bca
Iwan nano,Kenapa setelah update tiap masuk selalu force close,3,2024,bca
Dans 378,Setelah di update malah ga bisa kebuka,3,2024,bca
H Part,Sekarang sering eror... langsung keluar dari aplikasi,3,2024,bca
PLAY CHIP STORE,"Kenapa akhir akhir ini apk bca mobile dan my bca tidak biaa di buka, atau bisa di buka namun tidak bisa transaksi",3,2024,bca
Hari Hari,Memuaskan sekali BCA,3,2024,bca
Jadir,"Halo min , Saya sudah update , dan udah gak force close , Tapi pas buka menu m-bca , eh tetap force close , Versi 4.5.0",3,2024,bca
Angel,"Sudah saya update ke versi terbaru bisa masuk, namun saat klik M-BCA selalu keluar dengan sendirinya",3,2024,bca
Sandi Gunawan,Tolong dong udah 2 ketutup sendiri terus aplikasi nya. Kapan bener nya,3,2024,bca
Kun,"Karena ga bisa login bbrp kali dicoba uninstall, waktu reinstall mesti daftar lg ke ATM utk mbanking..jd nyusahin nasabah setiap ada update",3,2024,bca
cireng 666,"baru up date ,bisa buka app tp gk bisa masuk k menu nya...",3,2024,bca
Arie Kadaril,Sekarang di update di Android 14 tidak bisa masuk crash terus. Tolong diperbaiki. Saya sdh nyaman dengan BCA Mobile ini.,3,2024,bca
kiise akamichi,Hbis update.. Gk bisa d buka.. Tolong segera d perbaiki.. Update. Ny Semua saran dan masukan sudh d coba ttp tidak bisa..,3,2024,bca
Rida Rianto,BCA saya sudah 3 hari tidak bisa di gunakan setelah ada pemberitahuan.. setia BCA mobile di buka selalu logout sendiri.,3,2024,bca
J Over by,"Sebelumnya saya sangat puas dengan app ini. Tapi setelah update versi terbaru, app nya crash terus, jadi menghambat transaksi. Mohon perbaikan segera. Terima kasih BCA",3,2024,bca
Rut sintia Liliana22,Udah ikutin cara ny tpi ttep gk bisa di buka.. Tolong dong ini cepat perbaiki kendala ny ssah klau mau TF kn.. Klau udh bisa aku ksih tmbah bintang 5,3,2024,bca
M. Alfatikh,Semakin jelek ga bisa di buka,3,2024,bca
Muhamad Rivaldi,Update apaan ini aplikasi d buka langsung keluar lagi,3,2024,bca
Nimas Pratiwi,"Setelah di update, malah saya gak bisa buka sama sekali BCA mobile-nya. Sudah tiga hari, tolong diperbaiki",3,2024,bca
Rina Srikustina,Tgl 18 saya masuk apk berkali2 tidak bisa .. sudah bisa buka sekarang karena saya baca ulasan2 dari teman2 semua bukan solusi dari bca nya yaitu buka pengaturan matikan semua aksibilitas baru bisa dibuka apk nya semoga membantu terimakasih,3,2024,bca
Sumiaty Sumi,Ini kenapa tiba2 gak bisa di buka yaa stiap di klik..kluar lg dngan sendirinya udh coba unintstal smpe instal lg ulang tetep gak bisa... signal bagus padahal... ko jadi gini ya..jdi susah mau transaksi,3,2024,bca
haris cakty,"Update terbaru tidak bisa berjalan, selalu tertutup begitu dibuka, saya sudah matikan aksesbilitas, text-to-speech, dan beberapa pengaturan lainnya. Hasilnya masih sama. Padahal sebelumnya tidak ada masalah sama sekali.",3,2024,bca
JJ,Terima kasih infox yg ada mslh dgn aplikasi BCA masuk pengaturan cari aksebilitas non aktifkan semua yg didlm sna baru cek in syaa Allah akan bisa lagi dipakai 🙏🙏🙏,3,2024,bca
danik enul,Mau login ke aplikasi saja selalu closed sndiri aplikasi nya..padahal sudah di unistall dan di instal ulang... Saudara dengan tipe handphone sama tidak masalah.. Suami juga bisa...,3,2024,bca
Yanti Widyastuti,"Saya update malah gak bisa dibuka, terkendala force close padahal sdh instal ulang dgn versi terbaru masih tetap sama tdk bisa dibuka. Cara mengatasinya bagaimana. *Note: sdh instal ulang.",3,2024,bca
Eli Rosdianti,Sudah 2hari ini apk bca tidak bisa dibuka Close sendiri sudah coba uninstall tetap tidak bisa,3,2024,bca
Taufan Maulana,"Aplikasi tidak dspat dibuka, selalu force close saat mau di buka, Tolong perbaikan nya,",3,2024,bca
Kania Siregar,Tolong perbaiki kita mau kirim uang susah masak buka keluar,3,2024,bca
Ezar Entertainment,Bca nya tidak bisa di gunakan.. minta tolong admin di cek.. terima kasih,3,2024,bca
Rizki Nurjaman,Masih force cloce setelah update,3,2024,bca
Pembela yang benar,FORCE CLOSE. SAMPAI INSTAL ULANG 6X DI HP A03 MASIH FORCE CLOSE. TERNYATA PENYEBABNYA ADA DI ANTIVIRUS. UNTUK SAMSUNG BUKA AKSESIBILITAS > APLIKASI TERINSTAL > MATIKAN APLIKASI ANTIVIRUS,3,2024,bca
Ahmad fajri,Ini kenapa keluar terus yah ?,3,2024,bca
Sunflower Store,"tolong diperbaiki , setelah update malah gak bisa dibuka, sekalinya bisa harus matiin AVG antivirus.. tak bahaya Tah ?! jd repot Alo mau cek nya",3,2024,bca
budi yantoo,Kenapa setelah update terbaru jdi GK bisa dibuka ya min?,3,2024,bca
ʀⷦᴇⷽʙͧᴀⷨʜᴀɴ,"eror ga bs dibuka,gmn solusinya min",3,2024,bca
yopie ofsasi,"Biaya adminnya kok dua kali ya, yang pertama 14k, terus 5k, di tanggal yang sama, biasanya kalaw kartu blue debit GPN ini hanya satu kali yaitu hanya 14k... Waduh... Parah ni🤦",3,2024,bca
revy maristasani,"Ini gmna sih, abis update malah gabisa buka, selalu keluar sendiri.. LG perlu gimana dongg? Tolong deh BCA perbaiki..",3,2024,bca
indah ps,Tolong dong perbaikan nya saya mau login nggk bisa keluar sendiri mohon bantuannya saya tidak bisa tf masalahnya,3,2024,bca
Tina Fariki,mf knpa ya ko di buka bca nya kluar sndri,3,2024,bca
Brahim Boim,Gagal masuk tolong d perbaiki segera,3,2024,bca
Gede Gww,Sudah 2 hari ini gak bisa di buka Sudah di install ulang tetap aja gak bisa di buka Padahal sebelumnya baik2 saja Kenapa...????,3,2024,bca
Dyndra Parabola,"Ternyata problemnya sma.dng sy,sdh coba berulang².hapuala data.dan install ulang tetap sama.froce close...",3,2024,bca
Tedi Andayadi,Knp apk nutup sendiri?,3,2024,bca
Pahri adi,Kapan mau diperbaiki ini force close mulu🤔,3,2024,bca
fendi putra madiun,"Ini gmn ya habis di update jadi gak bisa dibuka, aplikasi nutup sendiri terus ... gmn ini 🤔🤔🤔",3,2024,bca
Sovia Nuke,Hallo min ini gimna ya cara hapus riwaya ato bekas tranferan.setelah di update kok jadi gak bisa di hapus.ini udah 200 lebih menggaggu pengen di hapus,3,2024,bca
Chelsea Musa,"Apl sering keluar² sendiri,tolong lah buat BCA mobile segera perbaiki yg lebih optimal lgi,yg mau pakai juga butuh kenyamanan saat pake apl nya",3,2024,bca
Roni 1717,Kadang suka eror ya,3,2024,bca
Andriyani yuliantina,Koq aplikasi bca mobile saya jd ga bisa dibuka.. knp ya.. tolong dibantu admin,3,2024,bca
Sumito Ragil,𝒈𝒂𝒈𝒂𝒍 𝒎𝒆𝒎𝒃𝒖𝒌𝒂 𝒃𝒄𝒂 𝒎𝒖𝒐𝒃𝒊𝒍𝒍𝒆 𝒎𝒆𝒏𝒕𝒂𝒍 𝒕𝒆𝒓𝒖𝒔𝒔𝒔 𝒊𝒏𝒊,3,2024,bca
Aan Nova,Tolong dong setelah update gak bisa di gunakan clos terus.,3,2024,bca
Ibnu Yusuf,"Untuk masalah Force close saya baru mendapatkan kasus itu hari ini, stelah baca review dari playstore banyak yg rekomendasikan Matikan Pengaturan Aksesibilitas, Tapi untuk kasus saya tetep tidak bisa, saya baca ada yang karna dia memakai anti virus, begitu juga dengan saya, saya berlangganan Security Kaspersky, ketika saya matikan Kaspersky it works, mungkin bisa membantu, tolong developer BCA Mobile dipercepat pemecahan maslahnya ini, kalo gini terus harus matiin Security Cyber ku, ga worth it",3,2024,bca
Harry Pram,habis update malah gak bisa masuk menu mbanking. parah nih penbaruan malah jadi masalah,3,2024,bca
Aang Gunawan,Abis update kenapa mental keluar keluar terus ini ..aduhhh,3,2024,bca
Adnan Tagor,Ga bisa masuk padahal udah updeat sudah masih sama,3,2024,bca
Mboyys Putera96,Maaf mau tanya ini mbanking kenapa yg punya saya lagi eror atau bagaimana tiba tiba keluar mw transfer gk bisa hrus ke atm,3,2024,bca
Kusuma Jati,"Setelah update indikator sering merah,dan gak bisa transaksi. Padahal sedang urgent",3,2024,bca
Arif Yusuf Maulana,Tidak bisa dibuka sama sekali mohon segera diperbaiki 🙏,3,2024,bca
joo ae,Setelah di update sering force close,3,2024,bca
Bond Yield US Treasury 10,Setelah update saya tidak dapat mengakses aplikasinya. Setiap klik M-BCA selalu keluar dengan sendirinya.,3,2024,bca
hud green,Kenapa jadi keluar-keluar sendiri mobile bankingnya sekarang?,3,2024,bca
Silviana Yustina,Setelah di update malah tdk bsa digunakan tlg diperbaiki lagi..,3,2024,bca
Savira Nianti,Sudah Dinonaktifkan Aksesibilitas nya dan BCA mobile akhirnya bisa normal lagi. Tapi Kekurangannya diaplikasi lain tidak bisa digunakan Karena aksesibilitasnya dimatikan demi BCA Mobile. Tolong Update lagi lah masih kaku untuk seperti ini,3,2024,bca
Memey Meymey,Aplikasi bca bgni amat eror truus,3,2024,bca
Fendi21 GAMING,Aplikasi nya jadi tiba tiba keluar sendiri nggk bisa dibuka mohon untuk di perbaiki🙏🏼,3,2024,bca
Dadang Kusmawan,"Jangan mohon maaf terus segera perbaiki kami pelanggan yg sm mengalami hal spt dikemukakan oleh customer yg lain. Bca mobile sy sm skali jadi tdk berfungsi. Klu emang aplikasi update nya blm siap, mhn jng dulu di implementasikan jd tdk menyulitkan kami. Terima kasih",3,2024,bca
Barokah Fising,"Kenapa apk nya suka nutup sendiri ya, bisa di jelaskan, apk sudah update terbaru",3,2024,bca
Rud Herawati,Sama seperti yang lain . Setelah update malah ga bisa di buka,3,2024,bca
Dedi Pay,ini kenapa ga bisa masuk bca mobile. close trus . tolong cepat di perbarui,3,2024,bca
Tina 0808,"Kok saya keluar masuk terus ya , padahal tadi siang Masi bisa. Uda saya coba APUS dan download ulang pun ga bisa juga",3,2024,bca
Nizamuddin Family,Setelah di-update malah ga bisa dibuka.,3,2024,bca
Bocill bocill,Hari ini buka aplikasinya tapi force close terus..,3,2024,bca
nur ilham,Saya kasih 3 bintang dulu app bca Mobile saya ga bisa dibuka/ masuk ke halaman mental mulu,3,2024,bca
kaper uye,hallo apakah hari ini BCA mobile gak bisa buat transfer ?,3,2024,bca
Reza Fahry,"Kenapa tidak bisa di gunakan ya, begitu di buka tiba tiba keluar sendiri Mohon di perbaiki lagi",3,2024,bca
paimin “maspay” bayu,Aplikasi nggak bisa dibuka udah hapus data . Unduh berkali kali aplikasi masih nggak bisa dibuka .... Tolong bantuannya...,3,2024,bca
Kartika Dessy Andriana,Saya terkendala force close terus padahal sudah berulang kali hapus dan instal ulang. Solusi???,3,2024,bca
Zhou Chengtao,kenapa setelah di update tidak bisa di buka ya,3,2024,bca
Pengguna Google,"Halo, bca saya kenapa tidak bisa dibuka ya? Mohon perbaikannya🙏",3,2024,bca
Denisya Amanda Putri,"bintang 3 dulu, karna setelah di update pas mau setiap buka aplikasinya keluar sendiri terus",3,2024,bca
"Marjuki ,",Setelah update malah ga bisa masuk. Parah,3,2024,bca
Ani Nurhayati,"Ini kenapa tiap di buka ke close terus ya? Udh d uninstal terus instal lagi, hapus data, masih ttp ga bisa dibuka.. talkback nya engga pernah diaktifin, tpi ttp ga bisa",3,2024,bca
Totok Sugianto,Kenapa tidak bisa di buka ?,3,2024,bca
Abung Nawas,Setelah update.aolikasi ga Bisa dibuka,3,2024,bca
syaiful sofyan,sering keluar keluar sendiri mohon perbaikannya,3,2024,bca
Muhamad Rosul,"Aplikasi BCA mobile saya jika di buka tampilan belum sampe login aplikasi langsung menutup, kita kira kenapa ya. Tq",3,2024,bca
Rizky syahputra,"Ini kenapa BCA mobile saya close sndri, sudah di uninstal dan instal ulang msh sama. Ini knp yaa?",3,2024,bca
Eko FN,"Samsung galaxy a52s, hari ini 20 Oktober 2024 aplikasi dengan update terakhir bermasalah yaitu force close sendiri apabila aplikasi dinyalakan. Sudah coba data dihapus dan di uninstall kembali, tapi masih bermasalah. Info update : Ternyata force close terjadi karena izin aksesibilitas anti virus AVG dinyalakan.",3,2024,bca
Bayu Lucke,Tetep ga bisa mbak udh aku non aktifkan talkback dan yg lain lain yg disebutkan udh aku update pun msh sama begitu,3,2024,bca
Akang Cutter33,Ngebug nih ampun dah,3,2024,bca
Herman Mitsubishi Sukabumi,Kenapa jdi gk bisa dibuka setelah update,3,2024,bca
Izen dwi,kenapa ko gak bisa dibuka ko tiba tiba tutup kembali gak biasanya lancar bikin nyesek dech,3,2024,bca
Haha Cantik,"Sudah pakai lama baru pertama kali aplikasi bca buka tutup sendiri, sudah mencoba banyak cara masih saja buka tutup, harap dari pihak bca segera perbaiki, bikin kita jadi tidak bisa pakai aja",3,2024,bca
Pepen Haliman,Kenapa aplikasi BCA mobile nya gak bisa dibuka ya? Klo dibuka pasti balik lagi.,3,2024,bca
Sandi Sukma,Ini kenapah bca mobel sayah gabisa di buka,3,2024,bca
Reza saputri,Setelah di-update BCA keluar keluar sendiri ga bisa digunakan,3,2024,bca
yusuf sukma,Ini setelah apdate kok saya buka bca force close terus,3,2024,bca
A. Fadib,ruwet,3,2024,bca
Doni Pasembang,Info nya dong.. kenapa setiap mau masuk mobile bca nya nge klose sendiri. Dan sudah 2hari ngga bisa masuk.. udah 3x di uninstall trus di instal ulang tetap ngga bisa masuk,3,2024,bca
Hadid Hasan,Saya telah uninstal dan instal kembali namun masih belum bisa akses,3,2024,bca
Ranny FujiA,"Bad bgt deh, knp ga bisa² buka. Keluar terus dri aplikasi nya",3,2024,bca
