username,review,rating,tahun,aplikasi
Ida Susanthy,keseringan update,3,2025,brimo
Selamet Mustofa,suka update,3,2025,brimo
Wasri Yanti,brimo gak bisa ti buka,3,2025,brimo
Najarudin Mz,sangat mudah digunakan untuk transaksi pembayaran.,3,2025,brimo
Vita Vita,di update kok malah gak bisa top up shopeepay ya? kenapa?,3,2025,brimo
Rafiudin 15september,puas,3,2025,brimo
andyansyah,kok setelah update nggak bisa membuka apk kalau lagi dalam panggilan,3,2025,brimo
Imron Maulana,kenapah ko uang selalu ilang,3,2025,brimo
Muhammad Solehudin,"kenapa setelah update terbaru bulan agustus 2025 banyak fungsi yang sebelumnya bisa bekerja malah sekarang ga bekerja ya? cth isi ulang ewallet, bayar tagihan jd ga bisa di pakai ya",3,2025,brimo
Nady Chandra Azzahra,bagus sebelum di update setelah fiupdate tidak bisa di sreen untuk laporan mutasi ini njuk gimana solusinya untuk laporan rutin pdahal hadehhh,3,2025,brimo
s a,"sering update , males lah",3,2025,brimo
Muhammad Abdullah,terlalu sering update. mengganggu proses transaksi,3,2025,brimo
이제림,pliss dong jangan sering² update 😭😭 memori hp gampang penuh. bukan anak sultan soalnya 🙏,3,2025,brimo
Abhel Bray,"minta update mw di coba dulu, mudah²n lebih lancar & transaksi lebih mudah. kasih bintang sgini dulu klw bagus di tambahin lagi.",3,2025,brimo
nen metro,lumayan membantu,3,2025,brimo
Supriyanto,habis update malah gak bisa kirim uang ke rekening,3,2025,brimo
Anto Ragi,"kenapa harus update,masuk sandi salah katanya,padahal selama ini sandinya gak diubah",3,2025,brimo
ahmed memet,aplikasi yang sering di update tapi gak tau apa perubahannya setelah update 🤣🤣,3,2025,brimo
Mawan Dg mawang,bagaimana cara nya Imel yg terdaftar di brimo sudah tidak aktif lagi lupa Imel sedang kan mau masuk kode OTP lewat email itu apa kach bisa di kirimkan kode OTP nya,3,2025,brimo
Amland Soulisa,saya suka,3,2025,brimo
Only Uuu,Bagus sich dengan adanya Brimo...tapi kenapa saya punya Brimo tidak bisa dibuka...jengkel jadinya,3,2025,brimo
Risel Kise,sangat membantu,3,2025,brimo
Annisa Qurrotul Aini,update mulu,3,2025,brimo
christ rumere,fitur E-Wallet nya kemana? kok hilang?,3,2025,brimo
Fajar Rizki,"slow respon ga cekatan, transaksi udah 3 hari masih pending, emang kalo nominal kecil kek gitu ya, slow respon. parah si",3,2025,brimo
Ahmatahmat Ahmat,bagus,3,2025,brimo
Rjhn Saufi,Mauu buka RDN disini gak bisa karena gak ada pilihan nama Kabupaten Banjar Provinsi Kalimantan Selatan,3,2025,brimo
Riski hiba S1 Teknik Informatika,"kadang mau buka aplikasinya force close terus nggak tau kenapa, kalau emang ada perbaikan dikasih pemberitahuan lah",3,2025,brimo
Luhut Rambe,bagus..,3,2025,brimo
Bryan Yan,transaksi dari kartu sekarang tidak bisa lagi di cek melalui aplikasi,3,2025,brimo
Nadia Rahmadina,mudah dan cepat,3,2025,brimo
Dhony Subastian,lumayan,3,2025,brimo
Fafaa Fathimah,"kenapa tidak bisa memasukkan nomor hp.. dgn alasan kamu sudah melakukan beberapa kali, tunggu beberapa saat??",3,2025,brimo
bamz chronic,menurut sy selama pakai brimo ini sering transfer sy Ter pending ke bank lain . sangat di sayang sekelas bank BUMN terbesar di Indonesia. harus nunggu max 7 hari kerja dan pdhl itu uang sangat di butuhkan. tolong di tingkatkan LG untuk pelayanan dan perbaikan aplikasi brimo ini .,3,2025,brimo
Muhammad fadhla Syawal,login verifikasi akunnya lama alasannya koneksi internet anda jelek padahal bagus2 aja,3,2025,brimo
Mang Kw,"lebih suka menu sebelumnya, E Wallet ada di menu utama. kami yg tinggal di perkampungan tidak menggunakan PDAM.",3,2025,brimo
Septika Ayu Lestari,di perbarui bukan lebih mudah malah mempersulit.,3,2025,brimo
Hidayat Desada,knp fitur2nya ga lengkap ya...ga ada fitur ambil uang di ATM tampa kartu..dan yg lainnya,3,2025,brimo
US DARING,terimakasih,3,2025,brimo
ahmad alwani,suka buka aplikasi dan sulit transaksi,3,2025,brimo
Aswan di,"Bromo sekarang kok susah mau transaksi,, harus tutup aplikasi lain,, harus bersih kan, data di latar belakang.. dulu nya enak mau transaksi transfer,, sekarang kok makin susah.. tolong dong di permudah seperti dulu, biar ngak ribet..",3,2025,brimo
Yan Pramudya,registrasi terlalu sulit... habis update tidak tambah baik malah force close... terbaik,3,2025,brimo
Waliman Solo,setelah di-update kenapa keluar² sendiri ya?,3,2025,brimo
bima zybert,transaksi dalam proses sudah 12 jam belum berhasil juga kak. solusinya gimana ini. saldo sudah berkurang,3,2025,brimo
Muliadi Hamid,bagus sangat membantu saya dalam bertransaksi,3,2025,brimo
Abdi Ramzah,kenapa aplikasinya sering keluar tiba tiba?,3,2025,brimo
Muchamad Zainuddin,kok ngebug aplikasiny,3,2025,brimo
Dilla Aprillia,jelek x diproses terus,3,2025,brimo
Andrean Aja,kenapa GK bisa di buka aplikasi.y,3,2025,brimo
Lailatul Mufidah,"Izin perangkat di butuhkan Untuk keamananmu,brimo membutuhkan izi untuk bisa mengetahui panggilan di perangkat mu......MO msk aplikasi Brio ada kata seperti di atas otomatis Ndak bisa login,caranya gmana biar bisa login seperti semula?",3,2025,brimo
Temi Saputra,"""koneksi BI fast gagal"", padahal jaringan internet bagus tanpa hambatan. tf antar bank naik jadi 6500 gara2 masalah ini",3,2025,brimo
Abdullah,biaya transfer mahal,3,2025,brimo
ahmad hidayat,"kenapa sekarang sering eror,tranfer bi fast? masa hrus nombok admin pake yang online?",3,2025,brimo
Rahmat Hidayat,knapa saya ga bisa masuk sblum nya ganti hp trus di hp yg lain di hapus di pake hp yg baru ga bisa masuk,3,2025,brimo
deso digital,"fitur pemasukan dan pengeluaran di setiap bulan hilang min,,padahal sangat membantu sekali",3,2025,brimo
Naylla Azhara,kalau mau bagi hadia jangan hanya orang tabungan yg banyak,3,2025,brimo
Sofyan Sofyan,kirain bisa langsung di gunakan setelah melakukan pendaftaran di aplikasi ternyata di suruh ke kantor cabang lagi untuk verifikasi,3,2025,brimo
Boy Wirawan,Harusnya Kalau Mau Minta Kartu Debit Fisik Nggak Usah Ke Kantor Cabang Tinggal Ajuin Via HP Saja Biar Lebih Praktis,3,2025,brimo
sonia sehti,"kenapa brimo ga bisa buat transfer sekarang, waktu mau ke bagian konfirmasi pin selalu ada peringatan tutup aplikasi lain pdhl ga ada lagi buka aplikasi apapun",3,2025,brimo
Muhammad fadil Akbar,"bisa dibobol juga,sampe""tiap gajian ditf ke dana tanpa sepengetahuan sayaa,tlg min sarannya biar gabisa dibobol lg🙏",3,2025,brimo
R Bangun Waloejo IR (Bangun),"no comment, excellent enough..... just for transaction.",3,2025,brimo
M Tonie,"transfer gagal ada notif suruh nutup aplikasi yang terbuka, padahal cuman ni aolikasi yang terbuka. hadehh mau transfer aja susah",3,2025,brimo
Plen dot,"kenapa pas telfon atau vc brimo gk bisa dibuka? ada tulisan "" demi menjaga keamanan akun, akses brimo dibatasi sementara. gimana cara supaya pas vc atau telfon bisa buka brimo??",3,2025,brimo
Muhammad Arka,lumayan Baik,3,2025,brimo
Riko Herdiansah,Kenapa ketika membuka akun baru bri di aplikasi brimo selalu gagal ya mohon di bantu pihak developer,3,2025,brimo
Paryono Yono,kasih 3 bintang dulu,3,2025,brimo
Raka,"Kepada pihak developer, kenapa klen hilangkan fitur total pengeluaran dan pemasukan di update 2.87.1 ini? KEMBALIKAN WOII, fitur udah bagus kayak gitu klen hilang kan. apa la yang klen pikirkan",3,2025,brimo
egi maulana,"Ada bug, ga bisa di buka aplikasinya nya..",3,2025,brimo
erik widyanto,"admin fee sering memotong saldo, biaya apakah itu?",3,2025,brimo
Amir Triono,kenapa sekarang aplikasi BRImo tidak bisa di buka?,3,2025,brimo
Sandi Keyboard Channel,Sering setiap seminggu 2 kali hampir muncul notif potongan biaya SMS dari mulai 700 perak sampai 4.500 parah,3,2025,brimo
Wasroni acil,𝑔𝑎 𝑏𝑖𝑠𝑎 𝑡𝑟𝑎𝑛𝑠𝑎𝑘𝑠𝑖 𝑘𝑎𝑙𝑎𝑢 𝑠𝑒𝑑𝑎𝑛𝑔 𝑡𝑒𝑙𝑝𝑜𝑛,3,2025,brimo
LuxCy,Biaya ADMIN sekarang naik di tambah admin fee juga. laki ada notifikasi SMS dari brimo aja kita yg suruh bayar 750 rupiah,3,2025,brimo
Dvil arya,aplikasi nh bagus,3,2025,brimo
Dona silvia,"Udah setengah jam saya gak bisa login, kendala jaringan padahal jaringan saya bagus sekali . Saya belum bikin buku sama kartu ATM , chat sabrina gak bisa membantu sekali . Tolong dong itu BRIMo saya ada saldo nya lho .",3,2025,brimo
Adelia,"kenapa ya kalo aku lagi telponan aku gak bisa buka brimo, panggilan telpon dimatikan dlu baru bisa buka aplikasi brimo, ini gimana ya mohon bantuanya",3,2025,brimo
Muhammad assidiq,"bagi yang brimo nya force close terus, terkhusus di device Motorola g45, bisa dinonaktifkan moto app manager nya di pengaturan.",3,2025,brimo
Ah Uh,kenapa brimoku tidak aktif?,3,2025,brimo
Ismail Kunyil,sangat membantu bertransaksi,3,2025,brimo
NIKEN AYU ULAM LESTARI,kenapa yaa setiap mau login ke brimo sering ga bisa masuk akunya padahal udah punya akun sendiri password nya pun katanya salah katanya coba perbaiki,3,2025,brimo
Saras Suratmi,kenapa aplikasi brimo eror slalu muncul tulisan notifikasi,3,2025,brimo
Riste Yeni,kenapa sekarang di saat panggilan telepon tidak bisa membuka aplikasi dan harus menutup telpon dulu,3,2025,brimo
Paulus Jemarus,sagat baik,3,2025,brimo
hafizha Muh tang,knp brimo sy TDK bisa masuk pdhl SDH benar tlg dong jngn di persulit🙏,3,2025,brimo
Puput Ricardo,kalau kartu kredit saya di ACC saya kasih bintang 5😁,3,2025,brimo
Alief Azhari,kenapa ada fitur yang dihilangkan seperti mutasi rekening yang ada di kota tersendiri di bagian utama sebelumnya,3,2025,brimo
1xiaominote4 Laju,"setelah update 17 agustus kok malah gk bisa di buka apk ny , langsung FC, mohon pihak bri perbaiki atau update ulang",3,2025,brimo
eni subiartin,tidak bisa dibuka apartment Ada program baru,3,2025,brimo
Titik Indayani,LBH memudahkan dlm transaksi,3,2025,brimo
Dwi Yulianto,"Halaman Pinjaman nama tertulis otomatis, ada tanda titik dan koma, tidak bisa diedit. Saat konfirmasi muncul tulisan merah, hanya boleh alfabet. Gimana mau konfirmasi? Perbaiki lah.",3,2025,brimo
Desmiati Kamelia Ola,Beberapa bulan yg lalu saya daftar brimo saya menggunakan aman dan dan sangat membantu saya tetapi pas saya ganti HP terus login akun brimo saya tiba2 suda tidak bisa mohon solusinya dri pihak brimo 🙏,3,2025,brimo
Dwyan Gani,kenapa kok aplikasi tiba2 tidak bisa di buka,3,2025,brimo
Abdulloh Badawi,semoga keamanan selalu terjaga,3,2025,brimo
Fardilla kasih Rahantan,"kenapa yaa aplikasi brimonya tiba"" keluar sendiri padahal jaringannya bagus",3,2025,brimo
Ahmad Al Fahrun,cobalah kalau update dan ada tata letak baru di informasikan ke pengguna saya hampir lama sekali ini berdiri gara cari metode iwalet minimal kasih tutor tata letak baru lah biar konsumen tau nggak tiba² harus beradaptasi dengan kontrol baru apalah kita pake kan agar praktis kalau nggak di jelasin kan tetap jadi ribet apalagi kalau kita lagi dalam keadaan butuh cepat tadi saya ngantri sampe di tegur jadinya,3,2025,brimo
Endro Prianto,"udah ga guna lagi ada bank"". udah kena potongan"". kena pajak. tiap bulan gak di pakai pun tiap bulan nya ada pemotongan dri bank kan itu namanya aktivitas terus di blokir"". mending nabung pakai celengan aman .",3,2025,brimo
Rifa Erdiansyah,"kenapa ko tiba"" ada notifikasi aneh, dan brimo saya tidak dapat d akses",3,2025,brimo
Faizal Inst,"ini solusinya gimana ya, pendaftaran sudah berhasil, terus giliran mau ke beranda data seluler nya harus sesuai dengan nomor yang terdaftar, sedangkan nomor yg terdaftar aja sudah entah kemana, walaupun memang WhatsApp nya masih menggunakan nomor itu untuk kirim kode otp nya, alhasil sekarang tidak bisa dilanjutkan karena perkara data seluler aja, aduh... hal kaya gini mestinya tidak perlu, data seluler terserah mau pake yg mana aja, tidak mesti nomor yang di daftarkan..",3,2025,brimo
Wahyu Adi,"kenapa akun saya diblokir dengan alasan salah masukan kata sandi padahal jarang masuk aplikasi dan kata sandi pun sudah benar ,sangat merugikan",3,2025,brimo
gab jan,"aplikasi sering not respon, kenapa ya?",3,2025,brimo
Rosyid Amirul,Saya ingin login ke akun brimo saya tetapi saya nomor handphone saya berbeda dan nomor handphone saya yang lama sudah tidak ada. Apa yang bisa yang saya lakukan?,3,2025,brimo
Laras Com,"baru juga selesai daftar malah gak bisa di buka lagi, udah di bikin pasword yg sama, sama username yg sama malah gak bisa 😭😭😭jadi aku harus gimana......tolong itu verifikasi lupa password jangan cuma pakai SMS, tolong Adain wa juga biar nomor yg gak aktif biar mudah perbaiki pasword, aku dah capek dari tadi perbaiki pasword yg sama tapi gak bisa mau ganti tapi nomor gak aktif lagi ( gak sengaja daftar yg gak aktif karena cuma itu nomor yg ada)",3,2025,brimo
good mood,ada yang mencurigakan saya ngk aktifkan notifikasi untuk sms ato whatsapp tapi kenapa ada yang di tarik keluar setiap bulan admin 5000 terus untuk per notifikasi 2500 kalo sering berasa juga tolong jangan korupsi,3,2025,brimo
Adit Emon,"sangat membantu, tapi setiap ada notif kepotong saldonya Mulai dari 750rupiah, hingga 1500perak tiap harinya , sangat mahal bila biaya notif segitu ngga kaya bank lainya BNI mandiri dan lainya",3,2025,brimo
Yudhi Prasetya,memuaskan sih cuma pas bagian login mau ketik pasword selalu muncul rekomendasi itu bahaya banget kalo pas hp jatuh ketemu orang bisa langsung di kuras tuh rekening untuk orang yg pw dengan pin sama(mirip),3,2025,brimo
Paulus warno,Setelah Update malah Lemot Bukanya Lama Banget,3,2025,brimo
Siti Fatimah,"semakin GK jelas nih BRImo, mau daftar aja ribet, apa apa ribet, Halah... malas jadinya mau pke bri, tolong dong kalau ada orng yg mau daftar brimo itu jgn di persulit lagi, dengan banyaknya peraturan GK jelas. trimakasih",3,2025,brimo
Putra Andalas,buat lihat transaksi tidak bisa,3,2025,brimo
fachrul ghoezi,"forceclose di perangkat Motorola g45, bisa dijalankan setelah instal ulang, keesokan harinya forceclose lagi",3,2025,brimo
novita sari,"saya kok akhir akhir ini kurang begitu nyaman pake brimo, saya biasa tf ke lain bank pake bi fast itu enak lo, la ini tadi 2 kali kok saldo udah brkurang, kok si penerima sampe sekarang blm ada notif tf masuk. kok jd begini y brimo",3,2025,brimo
Scorpio thunder,knp kok kadang di buat kirim ke apk dana eror,3,2025,brimo
nto channel,"saya kasih *3 dulu, karena gak bisa isi pulsa dengan no hp 13 digit, kalo udah bisa saya tambahin lagi * nya jadi 5",3,2025,brimo
denni brown,"cek mutasi selalu telat,memberi notivikasi pasti tengah malam menjelang pagi,kadang membuat orang penasaran jg jaget",3,2025,brimo
agung merdiawan,"Semenjak update, Force Close terus",3,2025,brimo
Intan Febriana,ini napa ya g bisa tf dri semalam? tolong bgt ini mah,3,2025,brimo
Nardi 2019,"Saya Ralat dari bintang satu je bintang tiga dulu.. karena Brimo sy sudah aktif & Hanya terpotong satu notif 700 rp, & yg bikin tidak nyaman kenapa setelah aktifkan Brimo bnyk Yg tlpn 2 Spam yg tdk jelas penawaran2 dll...",3,2025,brimo
ipung cendol,"kenapa sering banget eror sekarang BRImo, susah masuk makin kesini makin sering eror",3,2025,brimo
made budiarsana,Aplikasi tiba tiba menghilang padahal sdh update kenapa ya bisa begitu,3,2025,brimo
Dwi Nurhidayat24,Hbs saya update jaringan bagus tp susah login tiba-tiba apk keluar sendiri sebelum di update enak.,3,2025,brimo
Raisya Shafa eNcuzwono,knp udah hapus cache ....versi terbaru ko gagal masuk aplikasi...mohon solusinya,3,2025,brimo
Kepiin Htbt,sering bermasalah kalo mau tf ke pengguna bank lain kacau,3,2025,brimo
Laode Hakim,brimo kau nggak bisa di buka (akses) itu penyebab nya apa yah? mohon bantuannya,3,2025,brimo
UBAED ILLAH,knp brimo punya saya sekarang tidak bisa transaksi,3,2025,brimo
Hadi Eros,Sering gangguan dan saat dibuka tertutup sendiri,3,2025,brimo
Agi p,admin kenapa brimo tidak bisa melakukan transaksi apapun,3,2025,brimo
Yuli Anto,bagus,3,2025,brimo
Adhy Jhy,kenapa setelah di update brimo nya gk bisa ke buka?,3,2025,brimo
Ahmad Ikhsan,"halo. kenapa aplikasi saya sering nutup sendiri ketika mau di gunakan, padahal android 15 dan aplikasi versi terbaru. mohon petunjuknya",3,2025,brimo
Zhuanda Che,susah buka apl padahal sandi dah betul,3,2025,brimo
bagus sajalah,lagi lancar² e malah ga bisa d buat transfer e🤦🤦🤦,3,2025,brimo
Wahyu Permadi,"terlalu ribet buat masuk nya, kenapa gak pake pin aja, gak usah pake username sama password, apalagi kalo lupa pin tambah ribet, bintang 3 dulu.",3,2025,brimo
FaizNur Amrijal,aplikasi sering eror,3,2025,brimo
Fauzan Ibnu,Tampilan Awal kalau bisa tidak usah di Ganti2 pak. Pusing saya Cari dimana Brimo saya kalau selalu berubah2 Tampilan Depanx. Kalau Bisa Tampilan Depanx BRImo saja Terus.🙏🙏,3,2025,brimo
ali Imron,makin ribet,3,2025,brimo
Didi Yudhaprawira,"kenapa apknya sering mengalami bug, ketika login mental kembali ke beranda, diganti dari jaringan wifi ke jaringan seluler tetap sama, tolong diperbaik ii lagi kalau memang dari apknya yang mengalami gangguan",3,2025,brimo
Jhoe hardin,terlalu banyak potongan,3,2025,brimo
Dwi Kristiyan,"mau cek mutasi sering mental, tolong di perbaiki min🙏",3,2025,brimo
Vrisya Ladyana,Tolong perbaiki buka aplikasi Brimo dari agustus lemot loading sangat lama. sekali nya kebuka muncul Brimo tidak menanggapi ada 2 opsion. Sebelumnya sangat baik.,3,2025,brimo
noob,sorry yah gw kasih bintang 3 soalnya saya butuh pinjaman kalimatnya selalu data tidak lengkap padahal sudah update ke bank BRI ...giliran tidak butuh malah di tawarin ... giliran mau pengajuan di briguna lagi malah muncul lagi kalimat data tidak lengkap ini sudah berbulan bulan begitu,3,2025,brimo
agus maksumbppa,aplikasinya sudah 2 minggu ini kurang bagus,3,2025,brimo
ian yong,"kenapa brimo nya error terus ya? ada yang sama kah? aku buka brimo nya error terus ada tulisan ""brimo tidak menanggapi"" tolong lah diperbaiki secepat nya",3,2025,brimo
Omim. Cn,instal di Motorola 60 fusion kenapa crash trs pas mau buka aplikasinya? coba di redmi ga ada masalah.apa brimo ga support di Motorola?,3,2025,brimo
Nedriy Wijaya,bagus,3,2025,brimo
Royan Alfaiza,"tolong dong kenapa tiba² masalah kendala sistem, gw jadi nunggu bayar ni",3,2025,brimo
Azzam Saefudin R,"tolong benerin min, gabisa login ni min",3,2025,brimo
azzskthti,"Kenapa ya sekarang lemot dan selalu muncul tulisan Brimo tidak menanggapi, padahal sinyal lancar, sudah di uninstall jg",3,2025,brimo
Daffa Rafian F,"setelah update kok malah makin gak optimal ya? buka aplikasi nya lama banget, sampai sistem HP saya mendeteksi kalau ""BRIMO tidak menanggapi"" dan buka menu menu lain juga lama banget",3,2025,brimo
Sagara Muda,"awalnya lancar lancar saja dan sangat membantu.tapi kenapa dari 3 hari ke belakang tidak bisa buka apk BRIMO slalu ada tulisan ""BRIMO TELAH BERHENTI"" salahnya di sebelah mana ya?",3,2025,brimo
Angie Moore,"keluar trs dari aplikasi nya ,susa dibuka aneh ,padahal sebelum diperbaharui gak pernah",3,2025,brimo
FK Djauhari,gimana cara membisukan suara notifikasi yg nadanya seperti dana masuk tp padahal cuma iklan/aktivitas auto debet,3,2025,brimo
Oniakatsuki Robi,tolong lah iklannya sedikit di kurangi,3,2025,brimo
KestaWantania Sroyer,baik,3,2025,brimo
Singgih Pratomo,"namanya juga aplikasi bumn jgn berharap lebih, mau daftar aja susah pas bagian foto ktp gagal terus 😶‍🌫️",3,2025,brimo
I Kadek Agus Adi Pranata,"Min, knpa saya tidak bisa login padahal pasword, user ID juga sudah benar dan jaringan saya bagus,terus transfer juga tidak bisa trus dapet notif brimo di blokir",3,2025,brimo
Muhamad Syaifudin,"We detected something blocked......sll muncul tulisan itu dlm setiap transaksi Brimo sdh telp CS nya jg....semua sdh dilakukan tetapi masih tidak bisa, apakah ada Solusi lain???? Tolong dong team BRimo.... pasti banyak pengguna lainnya yg mengami ini jg. 🙏",3,2025,brimo
ayu ma,kenapa brimo cek mutasi 1 bulan tidak bisa yaa,3,2025,brimo
Hidden Cell,"ga bisa buka/ login, instal ulang tetap sama ga bisa login, langsung force close",3,2025,brimo
Lutfiah Fiah,versi 2.86 tidak bisa transaksi,3,2025,brimo
Windy Khairunisa Nurzahra,"hallo kak, kok aku buka brimo, brimo tidak menanggapi trus ya, ini gmna yaa",3,2025,brimo
gungun gelarrachman,"transaksi pertama kali gagal, coba lagi berhasil. Entahlah sinyal atau system. Namun pengalaman seperti itu sedikit membuat kesal terlepas dari banyak fitur yang bisa digunakan. terimakasih.",3,2025,brimo
Wahab Fadli,kalau d pakai sering keluar tulisan bromo tidak menanggapi,3,2025,brimo
Fajrin Sma,apakah nyimpen di sini gk bakal kena blokir ?,3,2025,brimo
Kirun Pratama,knp di blokir tega amat.,3,2025,brimo
Fillah Audy S.R,"tiba-tiba aplikasi ada yang nge blok jadi gak bisa di gunakan, untuk pembayaran dengan brimo sangat-sangat terganggu, transfer harus melalui ATM, ada yang punya pengalaman sama?",3,2025,brimo
Agnes ilysomichh,"aplikasinya awal2 kalo saya screenshot layar awal, mutasinya, dll bisa. tapi knp skrg GK bisa? KLO di ss dibilang ""cuplikan layar dibatasi untuk privasi dan hak cipta"" ini kenapa bgitu? pdhl rekening ya rekening saya. tp di halaman utamanya kadang bisa di ss kadang tidak bisa. itu knp sih? kan saya jd sulit kirim mutasi buat laporan ke ortu. tolong di respon segera. makasih🙏",3,2025,brimo
Triswi J Patang,Bagus cuma terlalu banyak pemotongan. jadi sedih juga,3,2025,brimo
I Love My Self,"bisa ngga BRImo ini ngga dikit² notifikasi? saya selalu dapat notifikasi dari BRImo, dan waktu saya buka isinya iklan/cover aplikasi. sebulan ini sudah sering kali dapat notifikasi isinya seperti itu terus.",3,2025,brimo
Febby Shania,"hampir setahun pke brimo, tetapi kok tiba2 mau payment ada tulisan kalau blocking dan adanya aktifitas scan padahal udh tutup semua jendela aplikasi yg sudah dibuka tetap saja gak bisa tolong di perbaiki dong.... sy jd kesusahan untuk transaksi",3,2025,brimo
Adhar,mohon Untuk TopUp BRIZI nya di benarin. udah di topup kok gak masuk-masuk. mau di aktifin apa saldonya aja gak masuk.,3,2025,brimo
SUDARNO CHANNEL Ino,kak mau tanya kok sekarang enggak ada buat tabungan baru kak langsung daftar BRImo tolong di adain lagi dong kak,3,2025,brimo
Desensa Yuriko,"lemot bgt,Ket koneksi jaringan tidak bagus... kalo tidak bagus,knp m banking yg lain aman sentosa ketika di buka wifi dan paket data aman padahal",3,2025,brimo
Roni Hunter,sering eror pas mau transfer greget pisan,3,2025,brimo
Fitri Yanti,brimo tidak bisa dibuka,3,2025,brimo
Tedi Hidayat,"Kenapa ya, setiap berhasil login terus kembali ke halaman depan lagi. Berulang terus kayak gitu. Mohon bantuannya admin..",3,2025,brimo
Khairul Amri,bagaimana prosedur melakukan pelaporan pemblokiran no rek BRI yang telah melakukan penipuan agar ada efek jera bagi pelaku?,3,2025,brimo
Aris Kusnandar,Tetap tidak bisa di buka,3,2025,brimo
erna wati,bikin daftar sudah tapi ini bikin nya kok gak bisa Mulu sih min,3,2025,brimo
Ardian Yooo,bagus,3,2025,brimo
Aak Bombers,aplikasinya lelet,3,2025,brimo
Ali Sanali,ribet,3,2025,brimo
Muh. Zawawi,transaksi.. lebih mudah tapi ttp bayar,3,2025,brimo
Ridwan Ledoan,"kenapa ya brimo sekarang ngak seperti awal"" misal lupa password/username gampang sekarang susah buat ganti password",3,2025,brimo
Antonius Sinaga,saya ingin caba,3,2025,brimo
Yeni Yusmalia,"setelah pembaharuan terakhir, aplikasi tidak bisa dibuka, apa tdk compatible dgn OPPO Reno?",3,2025,brimo
Lely Simanjuntak,"ada kekurangan di aplikasi brimo,tdk terlihat uang masuk keluar lalu saldo di cek mutasi maksdnya misal masuk 100 sisa jd brp kluar 50 masuk lg 200 dlm 1 hr, krna saya jualan online ,kita hanya bisa melihat jumlah trakhir kalo jualan onlien 1 hr bisa 20 x kluar masuk uang,bisa aja kan bri slah htg,hmm ada kekurangan kalo bni kelihatan langsg saldo brapa setiap ada mutasi kitau",3,2025,brimo
EX kids,untuk notif utamakan bahasa indonesia,3,2025,brimo
Skyer Er,"Kenapa applikasi brimo di device saya tidak bisa dibuk , forclose mulu padahal kemarin bisa",3,2025,brimo
Shaumi Mirza,selama 2minggu ini kenapa menu tarik/setor tunai di BRIMO saya kok tidak muncul ya.. jadi repot sendiri saat mau ambil uang di ATM..mohon segera dibantu proses pemulihan menu tarik tunainya,3,2025,brimo
Muhammad Alfin,"Penberitahuannya tidak bisa disaring dan terlalu banyak pemberitahuan yg masuk, entah itu penawaran briguna atau yg lainnya. kalau bisa notifnya bisa disaring.",3,2025,brimo
Fadil Jamali,Knapa jd ga bisa digunaka buat tf mlh katanya ga terdaftar gimana sih habis di perbarui mlh jd eror,3,2025,brimo
Nur Fitriyani,"setelah update kenapa buka aplikasi dan transaksi jadi lambat banget ya alias lemot banget, padahal sinyal full ram 6gb aneh banget",3,2025,brimo
Qori Alafghani,slalu iizhhh ya,3,2025,brimo
lintang dkh,"min , kenapa di hp saya folder brimo nya tidak terlihat ?? dan harus ke play store kalo mau ngebuka brimo nya ,",3,2025,brimo
Achmad Taufik,"kenapa habis update aplikasi nya susah banget untuk dimasukin,tolong lah perbaiki kak susah banget mau transaksi online,gimana cara ngatasin ini kak udah aku uninstall habis install lagiu malah jadi enggak jelas aplikasi gak bisa di login lama banget stuck dilogo terus ditunggu beberapa menit masuk habis itu muncul notif aplikasi tidak bisa digunakan.tolong lah perbaiki lagiii mengganggu banget kak",3,2025,brimo
Jamil Muh,mantap,3,2025,brimo
Muamar Fauzi Tuanaya,"setelah d update tidak dapat d buka aplikasinya, saya tidak bisa transaksi",3,2025,brimo
Sa If,di update sering for close Mulu dah aplikasi nya,3,2025,brimo
Diana Lampung,knp login susah padahal username sama pasword udah bner dan data sllu pakai nomor yg d pakai,3,2025,brimo
marlon lon,eror gk bisa pkai..setiap buka apl keluar sendiri,3,2025,brimo
rudi amin,akhir akhir ini terlalu banyak notifikasi di jam jam istirahat. pukul 1 -3 dini hari. maaf saya kasih bintang 3 dulu,3,2025,brimo
Lathif Baska,Aplikasi Over close,3,2025,brimo
Novita Nurrista Dewi,"aplikasi terbaru malah error tidak bisa cek mutasi hari kemarin. di hp suami setiap aplikasi dibuka ada keterangan brimo tidak menanggapi, padahal sebelum update baik-baik saja.",3,2025,brimo
Yobi Yobi,"izin sebelum nya kak, kenap sekarang di apk brimo tidak bisa mengambil tangkapan layar padahal tangkapan layar sangat diperlukan sebagi laporan",3,2025,brimo
Roby Ansah003,"bg aplikasi sangatlah elor disini saya baru daftar akun BRImo tpi setelh saya kluar dri akun saya. besok yah saya masukin lagi tpi disuruh login kembali di pencet"" tetep gx bisa udh di masukin sandi/ username tetep gx bisa masuk. notip yah username sama Sandy yah slh. tpi sandi yg saya buat kemaren udh saya sekerin sut gx mungkin slhhh .tolong di tanggapi bg??...",3,2025,brimo
Tara Simbolon,kenapa aplikasi ga bisa di buka ya? hanya logo brimo dan background hitam...,3,2025,brimo
Sukma Jaya,"ko ke sini ke sini eror aja, log out mulu",3,2025,brimo
yunan akilie,suka close sendiri akhir akhir ini,3,2025,brimo
